StudentID,CourseID,Name,StudyOrNot,Semester,Group
11,3,Logic học,0,2,1
11,4,Phương pháp tính,0,2,1
11,5,Vật lý đại cương,1,2,1
11,6,Toán ứng dụng,0,2,1
11,7,Hàm phức và phép biến đổi Laplace,0,2,1
11,8,Những môn chính học kỳ 3,1,3,0
11,9,Kỹ năng xây dựng kế hoạch ,0,3,1
11,10,Quản trị học,0,3,1
11,11,Quản trị doanh nghiệp,0,3,1
11,12,Kế toán cơ bản,0,3,1
11,13,Môi trường và con người ,1,3,1
11,14,Giao tiếp kinh doanh,0,3,1
11,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,0,3,1
11,16,Những môn chính học kỳ 4,1,4,0
11,17,Giải thuật và tối ưu hoá phân tán,0,4,1
11,18,Trực quan hóa dữ liệu,0,4,1
11,19,Đại số tuyến tính tính toán,1,4,1
11,20,Quá trình ngẫu nhiên,0,4,2
11,21,Các ngôn ngữ truy vấn cơ sở dữ liệu,0,4,2
11,22,Kiến trúc hướng dịch vụ và Điện toán đám mây,0,4,2
11,23,Những môn chính học kỳ 5,1,5,0
11,24,Phân tích chuỗi thời gian,1,5,1
11,25,Xử lý ảnh ,0,5,1
11,26,Kĩ thuật tài chính,0,5,1
11,27,Những môn chính học kỳ 6,1,6,0
11,28,Tiếp thị điện tử ,0,6,1
11,29,Tương tác người máy ,0,6,1
11,30,Giao dịch định lượng,0,6,1
11,31,Nhập môn Robot,0,6,1
11,32,Công nghệ phần mềm ,0,6,2
11,33,Tính toán song song,0,6,2
11,34,Khai phá đồ thị,0,6,2
11,35,Những môn chính học kỳ 7,1,7,0
11,36,Hệ khuyến nghị,0,7,1
11,37,Nhập môn an toàn thông tin,0,7,1
11,38,Lý thuyết trò chơi,0,7,1
11,39,Tâm lí học đại cương,1,7,2
11,40,Cơ sở văn hóa Việt Nam,0,7,2
11,41,Xã hội học,0,7,2
11,42,Tiếng Việt thực hành,0,7,2
11,43,Âm nhạc - Nhạc lý và Guitar căn bản,0,7,2
11,44,Hội họa,0,7,2
11,45,Những môn chính học kỳ 8,1,8,0
11,46,Phân tích dữ liệu Bayesian,0,8,1
11,47,Đảm bảo chất lượng và Kiểm thử phần mềm ,0,8,1
11,48,Phân tích kinh doanh,0,8,1
11,49,Giải tích ngẫu nhiên cho tài chính,1,8,1
11,50,Những môn chính học kỳ 9,1,9,0
12,1,Những môn chính học kỳ 1,1,1,0
12,2,Những môn chính học kỳ 2,1,2,0
12,3,Logic học,1,2,1
12,4,Phương pháp tính,0,2,1
12,5,Vật lý đại cương,0,2,1
12,6,Toán ứng dụng,0,2,1
12,7,Hàm phức và phép biến đổi Laplace,0,2,1
12,8,Những môn chính học kỳ 3,1,3,0
12,9,Kỹ năng xây dựng kế hoạch ,1,3,1
12,10,Quản trị học,0,3,1
12,11,Quản trị doanh nghiệp,0,3,1
12,12,Kế toán cơ bản,0,3,1
12,13,Môi trường và con người ,0,3,1
12,14,Giao tiếp kinh doanh,0,3,1
12,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,0,3,1
12,16,Những môn chính học kỳ 4,1,4,0
12,17,Giải thuật và tối ưu hoá phân tán,0,4,1
12,18,Trực quan hóa dữ liệu,0,4,1
12,19,Đại số tuyến tính tính toán,1,4,1
12,20,Quá trình ngẫu nhiên,0,4,2
